dw_label_name,n,mae,bias,rmse
water,96,1.306519172980432,0.2686459106221518,1.7028376699136378
built,96,0.9763572701474085,-0.17405737163072632,1.5796613525354624
bare,96,0.8561641115901262,0.18746187718698448,1.14792786879814
shrub_and_scrub,96,0.7817395222996026,0.0874753352742292,0.976766849756877
snow_and_ice,96,0.7696786101942615,-0.2749560314233391,1.0820555066593638
grass,96,0.7327339257514169,-0.13882001647144368,0.9559568386773487
crops,96,0.6962038111689751,-0.05500677932492231,0.8931592922558197
flooded_vegetation,96,0.6153822050216446,-0.10880798616590594,0.8389594772313517
trees,96,0.4749770675227178,-0.046527037977515034,0.610298099551745
